text,labels
americium afraid that iodine volition bash the wrong thing.,1
americium always on the go.,1
Am go. on the always,1
work hard.,1
hard. Work,1
seek adventure.,1
adventure. Seek,1
become overwhelm by events.,1
become overwhelm by events.,1
rich_person angstrom batch of fun.,1
rich_person angstrom batch of fun.,1
handle undertaking smoothly.,1
smoothly. tasks Handle,1
americium frequently down inch the dumps.,1
Am down often in the dumps.,1
hate to look pushy.,1
to Hate seem pushy.,1
action. Love,1
love action.,1
involve others inch what iodine americium doing.,1
Involve others what in I am doing.,1
can handle angstrom batch of information.,1
can handle angstrom batch of information.,1
laugh my manner done life.,1
laugh my manner done life.,1
Get in up caught my problems.,1
get catch up inch my problems.,1
Cheer up. people,1
cheer people up.,1
good up with Come solutions.,1
semen up with good solutions.,1
enjoy the beauty of nature.,1
enjoy the beauty of nature.,1
Know the to get around how rules.,1
know how to get about the rules.,1
listen to my conscience.,1
listen to my conscience.,1
Prefer to alone. be,1
Prefer alone. be to,1
Do art. like not,1
bash not like art.,1
darnel to get ahead.,1
get to Cheat ahead.,1
rules. Break,1
interruption rules.,1
and wild Act crazy.,1
wild Act and crazy.,1
Think highly myself. of,1
Think highly myself. of,1
rarely daydream.,1
daydream. Seldom,1
misgiving people.,1
people. Distrust,1
Easily temptations. resist,1
easily defy temptations.,1
Willing once. try anything to,1
to Willing try anything once.,1
Believe in an eye for eye. an,1
believe inch Associate_in_Nursing eye for Associate_in_Nursing eye.,1
Am easily not annoyed.,1
annoyed. not easily Am,1
Have to little say.,1
to little Have say.,1
people. Insult,1
people. Insult,1
bash crazy things.,1
crazy Do things.,1
Readily setbacks. overcome,1
readily get_the_better_of setbacks.,1
Believe that we should crime. tough on be,1
believe that we should beryllium street_fighter on crime.,1
seek quiet.,1
quiet. Seek,1
americium attach to conventional ways.,1
americium attach to conventional ways.,1
frequently brand last-minute plans.,1
Often plans. last-minute make,1
Get easily. angry,1
Get easily. angry,1
americium easy to satisfy.,1
Am satisfy. to easy,1
easily. Panic,1
panic easily.,1
Tend to vote candidates. liberal political for,1
to Tend vote for liberal political candidates.,1
avoid mistakes.,1
mistakes. Avoid,1
thing. afraid that I will do the wrong Am,1
americium afraid that iodine volition bash the wrong thing.,1
americium always on the go.,1
on always Am the go.,1
hard. Work,1
work hard.,1
adventure. Seek,1
seek adventure.,1
Become events. by overwhelmed,1
Become overwhelmed events. by,1
lot a Have of fun.,1
lot a Have of fun.,1
smoothly. tasks Handle,1
Handle smoothly. tasks,1
americium frequently down inch the dumps.,1
down often Am in the dumps.,1
hate to look pushy.,1
Hate pushy. seem to,1
action. Love,1
love action.,1
others Involve in what I am doing.,1
doing. others in what I am Involve,1
Can handle a lot information. of,1
Can handle a information. of lot,1
way my Laugh through life.,1
my Laugh way through life.,1
get catch up inch my problems.,1
up caught Get in my problems.,1
up. people Cheer,1
cheer people up.,1
semen up with good solutions.,1
Come solutions. with good up,1
enjoy the beauty of nature.,1
of the beauty Enjoy nature.,1
know how to get about the rules.,1
get how to Know around the rules.,1
Listen conscience. my to,1
conscience. to my Listen,1
Prefer alone. be to,1
Prefer be to alone.,1
art. not like Do,1
Do like not art.,1
darnel to get ahead.,1
ahead. to get Cheat,1
rules. Break,1
interruption rules.,1
Act wild crazy. and,1
act wild and crazy.,1
Think myself. of highly,1
Think of highly myself.,1
rarely daydream.,1
daydream. Seldom,1
misgiving people.,1
people. Distrust,1
easily defy temptations.,1
easily defy temptations.,1
Willing to once. anything try,1
volition to attempt anything once.,1
eye. in an eye for an Believe,1
Believe in eye an for an eye.,1
americium not easily annoyed.,1
americium not easily annoyed.,1
rich_person little to say.,1
rich_person little to say.,1
abuse people.,1
people. Insult,1
Do things. crazy,1
crazy Do things.,1
setbacks. overcome Readily,1
readily get_the_better_of setbacks.,1
believe that we should beryllium street_fighter on crime.,1
believe that we should beryllium street_fighter on crime.,1
quiet. Seek,1
seek quiet.,1
to attached Am conventional ways.,1
americium attach to conventional ways.,1
Often plans. last-minute make,1
frequently brand last-minute plans.,1
Often blue. feel,0
frequently feel blue.,0
Make feel people welcome.,0
people Make feel welcome.,0
Am busy. always,0
busy. always Am,0
Dislike center the being of attention.,0
Dislike being the center attention. of,0
like music.,0
music. Like,0
like to visit new places.,0
like to visit new places.,0
Don't know why do I some of the things I do.,0
Don't know the I do some of why things I do.,0
love to read challenge material.,0
love to read challenge material.,0
myself. talking about Dislike,0
disfavor talk about myself.,0
later things I Do regret.,0
Do later I things regret.,0
a Have rich vocabulary.,0
rich_person angstrom rich_people vocabulary.,0
right tasks Start away.,0
start undertaking right away.,0
get stress out easily.,0
get stress out easily.,0
Love and order regularity.,0
Love order regularity. and,0
Have a tongue. sharp,0
Have a tongue. sharp,0
Enjoy being part of a crowd. loud,0
enjoy being part of angstrom loud crowd.,0
suffer from others' sorrows.,0
suffer from others' sorrows.,0
bash things harmonize to angstrom plan.,0
Do things according plan. a to,0
Take things. of control,0
return control of things.,0
others. Contradict,0
contradict others.,0
Tend to vote candidates. conservative political for,0
Tend vote to for conservative political candidates.,0
Make decisions. rash,0
decisions. rash Make,0
discovery information_technology difficult to get down to work.,0
Find it to difficult get down to work.,0
on to act Like a whim.,0
Like a act on to whim.,0
frequently feel uncomfortable about others.,0
Often others. uncomfortable around feel,0
leave angstrom mess inch my room.,0
leave angstrom mess inch my room.,0
in Keep the background.,0
support inch the background.,0
Am not easily affected my by emotions.,0
Am not easily affected my by emotions.,0
my Break promises.,0
interruption my promises.,0
time. my Waste,0
time. my Waste,0
things. into Rush,0
haste into things.,0
Am easily not disturbed by events.,0
americium not easily disturb by events.,0
avoid contact with others.,0
Avoid with contacts others.,0
a not have Do good imagination.,0
Do not imagination. a good have,0
suspect hide motivation inch others.,0
Suspect in motives hidden others.,0
Don't events. crowded like,0
Don't like herd events.,0
my notice Rarely emotional reactions.,0
rarely notice my emotional reactions.,0
comfortable Am in unfamiliar situations.,0
Am in comfortable unfamiliar situations.,0
Am habit. creature of a,0
americium angstrom animal of habit.,0
danger. Seek,0
seek danger.,0
americium not truly interest inch others.,0
Am really not interested in others.,0
americium wary of others.,0
americium wary of others.,0
bash not like concerts.,0
bash not like concerts.,0
return advantage of others.,0
Take advantage others. of,0
bend my back on others.,0
bend my back on others.,0
Let things own at their proceed pace.,0
Let their proceed at things own pace.,0
Do just by. work to get enough,0
bash just enough work to get by.,0
more spend Never than I can afford.,0
Never afford. more than I can spend,0
rarely complain.,0
rarely complain.,0
clasp back my opinions.,0
my back Hold opinions.,0
time no Take for others.,0
return no time for others.,0
put_option little time and attempt into my work.,0
Put little into and effort time my work.,0
never splurge.,0
never splurge.,0
music. loud Dislike,0
disfavor loud music.,0
rarely joke around.,0
rarely joke around.,0
Often blue. feel,0
feel Often blue.,0
Make people welcome. feel,0
brand people feel welcome.,0
americium always busy.,0
Am busy. always,0
attention. being the center of Dislike,0
Dislike the being center of attention.,0
like music.,0
like music.,0
Like places. visit new to,0
Like to places. new visit,0
Don't know why iodine bash some of the things iodine do.,0
Don't know why I do do. of the things I some,0
read to Love challenging material.,0
love to read challenge material.,0
about talking Dislike myself.,0
disfavor talk about myself.,0
Do regret. I later things,0
bash things iodine later regret.,0
a Have rich vocabulary.,0
Have a vocabulary. rich,0
Start away. right tasks,0
right tasks Start away.,0
get stress out easily.,0
get stress out easily.,0
regularity. order and Love,0
love order and regularity.,0
rich_person angstrom sharp tongue.,0
Have sharp a tongue.,0
enjoy being part of angstrom loud crowd.,0
enjoy being part of angstrom loud crowd.,0
sorrows. from others' Suffer,0
Suffer others' from sorrows.,0
Do plan. according to a things,0
a things according to Do plan.,0
return control of things.,0
control Take of things.,0
contradict others.,0
contradict others.,0
tend to vote for conservative political candidates.,0
tend to vote for conservative political candidates.,0
brand rash decisions.,0
brand rash decisions.,0
Find it difficult to get down work. to,0
discovery information_technology difficult to get down to work.,0
Like to act a on whim.,0
Like to act on whim. a,0
others. feel uncomfortable around Often,0
frequently feel uncomfortable about others.,0
room. a mess in my Leave,0
Leave a mess room. my in,0
support inch the background.,0
support inch the background.,0
Am not emotions. affected by my easily,0
Am not easily by affected my emotions.,0
interruption my promises.,0
interruption my promises.,0
waste my time.,0
Waste time. my,0
haste into things.,0
Rush things. into,0
Am events. easily disturbed by not,0
by not easily disturbed Am events.,0
avoid contact with others.,0
avoid contact with others.,0
bash not rich_person angstrom good imagination.,0
imagination. not have a good Do,0
motives hidden Suspect in others.,0
suspect hide motivation inch others.,0
Don't like events. crowded,0
Don't like herd events.,0
rarely notice my emotional reactions.,0
reactions. notice my emotional Rarely,0
unfamiliar comfortable in Am situations.,0
Am comfortable unfamiliar in situations.,0
Am a of creature habit.,0
habit. a creature of Am,0
danger. Seek,0
danger. Seek,0
americium not truly interest inch others.,0
americium not truly interest inch others.,0
wary Am of others.,0
americium wary of others.,0
Do concerts. like not,0
concerts. not like Do,0
return advantage of others.,0
advantage Take of others.,0
Turn on back my others.,0
bend my back on others.,0
Lashkar-e-Taiba things continue astatine their own pace.,0
proceed things Let at their own pace.,0
enough just Do work to get by.,0
Do just enough work to by. get,0
never spend More than iodine can afford.,0
Never spend can than I more afford.,0
rarely complain.,0
rarely complain.,0
Hold back opinions. my,0
clasp back my opinions.,0
return no time for others.,0
Take time no for others.,0
Put little time and my into effort work.,0
Put little effort and time into my work.,0
splurge. Never,0
never splurge.,0
music. loud Dislike,0
Dislike music. loud,0
around. joke Seldom,0
rarely joke around.,0
rich_person angstrom graphic imagination.,2
Have a imagination. vivid,2
Complete successfully. tasks,2
complete undertaking successfully.,2
love large parties.,2
love large parties.,2
Believe the in importance of art.,2
believe inch the importance of art.,2
Would never darnel on my taxes.,2
Would my cheat on never taxes.,2
like order.,2
order. Like,2
return charge.,2
return charge.,2
prefer assortment to routine.,2
prefer assortment to routine.,2
frequently eat excessively much.,2
much. eat too Often,2
problems. to solve complex Like,2
like to solve complex problems.,2
get job make right away.,2
get job make right away.,2
with Sympathize the homeless.,2
Sympathize with homeless. the,2
intentions. that others have good Believe,2
Believe that others intentions. good have,2
stick to the rules.,2
rules. to the Stick,2
Keep promises. my,2
promises. my Keep,2
Believe that there is wrong. absolute right or no,2
Believe that there is right absolute no or wrong.,2
feel comfortable about people.,2
people. comfortable around Feel,2
what Trust people say.,2
Trust people what say.,2
use flattery to get ahead.,2
use flattery to get ahead.,2
"everything Want to be ""just right.""",2
"privation everything to beryllium ""just right.""",2
Can talk doing into others things.,2
can talk others into make things.,2
americium passionate about causes.,2
americium passionate about causes.,2
discovery information_technology difficult to approach others.,2
discovery information_technology difficult to approach others.,2
interest inch many things.,2
Interested many in things.,2
see myself Associate_in_Nursing average person.,2
see myself Associate_in_Nursing average person.,2
over cooperation Value competition.,2
value cooperation over competition.,2
act comfortably with others.,2
Act others. with comfortably,2
like to get doomed inch thought.,2
like to get doomed inch thought.,2
americium frequently inch angstrom bad mood.,2
americium frequently inch angstrom bad mood.,2
rich_person angstrom low opinion of myself.,2
Have opinion low a of myself.,2
about concerned Am others.,2
americium refer about others.,2
like to Begin new things.,2
like to Begin new things.,2
horn. toot my own Seldom,2
rarely toot my own horn.,2
believe inch one true religion.,2
believe inch one true religion.,2
Jump thinking. things without into,2
jump into things without thinking.,2
believe inch homo goodness.,2
Believe goodness. human in,2
surprise Love parties.,2
love surprise parties.,2
attempt to understand myself.,2
attempt to understand myself.,2
rich_person angstrom good word for everyone.,2
Have a good everyone. for word,2
Only feel friends. with comfortable,2
Only feel friends. with comfortable,2
bash More than what's expect of me.,2
bash More than what's expect of me.,2
love to eat.,2
love to eat.,2
enjoy thinking about things.,2
enjoy thinking about things.,2
Believe better I am that than others.,2
believe that iodine americium better than others.,2
get overwhelm by emotions.,2
get overwhelm by emotions.,2
americium not interest inch other people's problems.,2
americium not interest inch other people's problems.,2
time Spend reflecting on things.,2
spend time reflect on things.,2
Often forget put to things back in their proper place.,2
Often forget to put things in back their proper place.,2
delay for others to lead the way.,2
Wait the others to lead for way.,2
Stumble words. my over,2
Stumble over words. my,2
disfavor changes.,2
changes. Dislike,2
overindulge. Rarely,2
rarely overindulge.,2
Am abstract interested in not ideas.,2
americium not interest inch abstraction ideas.,2
Look at the side bright of life.,2
expression astatine the bright side of life.,2
Tend people. dislike soft-hearted to,2
soft-hearted to dislike Tend people.,2
americium relax most of the time.,2
americium relax most of the time.,2
get Seldom mad.,2
rarely get mad.,2
privation to beryllium left alone.,2
privation to beryllium left alone.,2
not Do like poetry.,2
like not Do poetry.,2
others. indifferent to the feelings of Am,2
americium apathetic to the feelings of others.,2
not Am embarrassed easily.,2
not Am embarrassed easily.,2
Don't like the idea of change.,2
idea like the Don't of change.,2
avoid philosophic discussions.,2
Avoid discussions. philosophical,2
rich_person angstrom high opinion of myself.,2
Have a high of opinion myself.,2
believe Torah should beryllium strictly enforced.,2
Believe laws be should strictly enforced.,2
things. understand Don't,2
Don't understand things.,2
make-believe to beryllium refer for others.,2
others. to be concerned for Pretend,2
rarely feel blue.,2
rarely feel blue.,2
brand people feel uncomfortable.,2
brand people feel uncomfortable.,2
get others to bash my duties.,2
to others Get do my duties.,2
like angstrom easy lifestyle.,2
lifestyle. a leisurely Like,2
highly not Am motivated to succeed.,2
americium not highly motivate to succeed.,2
americium able to control my cravings.,2
Am to able control my cravings.,2
Have abstract understanding difficulty ideas.,2
ideas. difficulty understanding abstract Have,2
coddle that we Believe criminals too much.,2
believe that we pamper criminal excessively much.,2
Don't concern about things that rich_person already happened.,2
Don't that about things worry have already happened.,2
rarely get doomed inch thought.,2
Seldom get in lost thought.,2
get back astatine others.,2
back Get at others.,2
Would never go bent glide Oregon bungee jumping.,2
Would gliding go hang never or bungee jumping.,2
americium not easily amused.,2
amused. not easily Am,2
act without thinking.,2
act without thinking.,2
Adapt new to easily situations.,2
situations. easily to new Adapt,2
americium not trouble_oneself by disorder.,2
disorder. not bothered by Am,2
misrepresent the facts.,2
misrepresent the facts.,2
slowly. React,2
react slowly.,2
brand myself the center of attention.,2
Make myself attention. center of the,2
decisions. Postpone,2
decisions. Postpone,2
